ROI,Age,centile_5,centile_10,centile_25,centile_50,centile_75,centile_90,centile_95
MUSE_ICV,61.5338809034908,1180246.40806019,1221595.23761211,1299642.08625484,1402554.85674947,1514157.40794554,1612218.46846706,1669809.91749192
MUSE_ICV,62.5338809034908,1179395.38396771,1220876.06235833,1299082.04228316,1402033.79833192,1513573.75061897,1611580.76019754,1669144.38363912
MUSE_ICV,63.5338809034908,1178544.54498639,1220157.78143652,1298523.51878901,1401514.27811989,1512991.59767423,1610944.68462181,1668480.57176671
MUSE_ICV,64.5338809034908,1177694.20465574,1219440.7239849,1297966.86707617,1400996.67192242,1512411.35163122,1610310.66768412,1667818.92162639
MUSE_ICV,65.5338809034908,1176844.64863351,1218725.19060194,1297412.4084845,1400481.32349412,1511833.38062244,1609679.09896161,1667159.83547433
MUSE_ICV,66.5338809034908,1175995.98462961,1218011.29860057,1296860.27075259,1399968.36907809,1511257.83025523,1609050.13270293,1666503.47289687
MUSE_ICV,67.5338809034908,1175148.24851306,1217299.09132693,1296310.50349154,1399457.86116578,1510684.75632335,1608423.82817605,1665849.89553563
MUSE_ICV,68.5338809034908,1174301.47576375,1216588.6118114,1295763.15602909,1398949.85194716,1510114.21429262,1607800.24430297,1665199.16467666
MUSE_ICV,69.5338809034908,1173482.67771045,1215907.86553408,1295248.07813818,1398476.57313243,1509581.00479277,1607216.4604454,1664589.70856334
MUSE_ICV,70.5338809034908,1172610.94908113,1215172.99675368,1294675.90948155,1397941.53426858,1508980.94855319,1606561.4792235,1663906.49511028
MUSE_ICV,71.5338809034908,1171767.25076202,1214467.93397021,1294136.09936244,1397441.32547934,1508418.33671702,1605946.42176062,1663264.68775899
MUSE_ICV,72.5338809034908,1170924.63033498,1213764.74714978,1293598.88839611,1396943.81427402,1507858.47791766,1605334.32792791,1662625.98399901
MUSE_ICV,73.5338809034908,1170083.06177571,1213063.41678816,1293064.26108502,1396448.98504361,1507301.35665396,1604725.18274206,1661990.36939925
MUSE_ICV,74.5338809034908,1169242.45801956,1212363.85968635,1292532.13321451,1395956.74696304,1506746.87516217,1604118.88260351,1661357.73710501
MUSE_ICV,75.5338809034908,1168402.72857626,1211665.98909373,1292002.4167083,1395467.00495168,1506194.93102326,1603515.31889688,1660727.97502792
MUSE_ICV,76.5338809034908,1167563.77614013,1210969.71121919,1291475.01596515,1394979.65580456,1505645.41308566,1602914.37372993,1660100.96147613
MUSE_ICV,77.5338809034908,1166725.43910519,1210274.86560513,1290949.76434778,1394494.51984325,1505098.12798512,1602315.84185755,1659476.48433562
MUSE_ICV,78.5338809034908,1165887.52128818,1209581.25591213,1290426.45691801,1394011.3761256,1504552.83800407,1601719.47091142,1658854.28271291
MUSE_ICV,79.5338809034908,1165049.82659624,1208888.68585948,1289904.88869584,1393530.00361171,1504009.30533069,1601125.00842804,1658234.09561503
MUSE_ICV,80.5338809034908,1164212.164775,1208196.96537156,1289384.86157985,1393050.18914238,1503467.30120094,1600532.21200563,1657615.67269846
MUSE_ICV,81.5338809034908,1163374.36574615,1207505.92595547,1288866.20174113,1392571.74757897,1502926.62904856,1599940.87507525,1656998.80156695
MUSE_ICV,82.5338809034908,1162536.26425511,1206815.40427867,1288348.74110334,1392094.50038516,1502387.09987723,1599350.79946904,1656383.2787039
MUSE_ICV,83.5338809034908,1161697.69563204,1206125.23761922,1287832.31218397,1391618.26962902,1501848.52533522,1598761.78768569,1655768.90126602
MUSE_ICV,84.5338809034908,1160858.51458454,1205435.28327301,1287316.76861906,1391142.89990707,1501310.74111021,1598173.66757262,1655155.49252068
MUSE_ICV,85.5338809034908,1160018.60612842,1204745.42985494,1286801.99713047,1390668.27113292,1500773.62057461,1597586.30672259,1654542.91668432
MUSE_ICV,86.5338809034908,1159177.85806083,1204055.56888489,1286287.88748955,1390194.26645841,1500237.04055421,1596999.57635965,1653931.04170445
MUSE_ICV,87.5338809034908,1158336.15999943,1203365.59378329,1285774.33143254,1389720.77108938,1499700.8800366,1596413.34994871,1653319.73780928
MUSE_ICV,88.5338809034908,1157493.4243905,1202675.42139998,1285261.24514287,1389247.69597502,1499165.04510041,1595827.52914896,1652708.90403508
MUSE_ICV,89.5338809034908,1156649.58009721,1201984.98545264,1284748.56240903,1388774.97060228,1498629.4613332,1595242.03592349,1652098.46016462
MUSE_ICV,90.5338809034908,1155804.55623732,1201294.21995596,1284236.2173233,1388302.52480527,1498094.05472899,1594656.79265228,1651488.32638544
MUSE_ICV,91.5338809034908,1154958.29056541,1200603.0637281,1283724.14896913,1387830.30644151,1497558.78371801,1594071.75552075,1650878.45238723
MUSE_ICV,92.5338809034908,1154110.75337139,1199911.48827878,1283212.33079171,1387358.30229851,1497023.6504667,1593486.92641446,1650268.83373404
MUSE_ICV,93.5338809034908,1153261.91227972,1199219.50515615,1282700.77892938,1386886.41344112,1496488.42953342,1592902.07091821,1649659.27689875
MUSE_ICV,94.5338809034908,1152411.737163,1198527.12771399,1282189.51142516,1386414.54586035,1495952.90466313,1592316.96496407,1649049.59788864
MUSE_ICV,95.5338809034908,1151560.21430374,1197834.35849675,1281678.53444162,1385942.67828221,1495417.02624935,1591731.55789071,1648439.75574638
MUSE_ICV,96.5338809034908,1150707.33467105,1197141.19672625,1281167.85050012,1385470.81070407,1494880.7935076,1591145.84973634,1647829.75123537
MUSE_nTBR,20.5338809034908,1220158.99097891,1235336.11937434,1255312.64644955,1272572.10191175,1286565.00386645,1297250.43383547,1302988.09208918
MUSE_nTBR,21.5338809034908,1218069.01349717,1233317.41234834,1253413.91784738,1270798.48550634,1284905.30714574,1295684.23267532,1301474.17559326
MUSE_nTBR,22.5338809034908,1215985.7994186,1231303.26197471,1251518.34615624,1269028.077845,1283249.61769137,1294123.05184117,1299965.95431557
MUSE_nTBR,23.5338809034908,1213910.34729983,1229295.48122109,1249628.64896524,1267264.24941661,1281601.767474,1292571.04383401,1298467.74351007
MUSE_nTBR,24.5338809034908,1211845.18895604,1227296.42392922,1247747.01165719,1265509.09999354,1279963.82617518,1291030.27775075,1296981.61953869
MUSE_nTBR,25.5338809034908,1209794.94657797,1225310.72628211,1245878.11680126,1263767.3823856,1278340.62648706,1289505.66162862,1295512.53602135
MUSE_nTBR,26.5338809034908,1207766.23322966,1223345.0242274,1244028.66261908,1262045.8829854,1276739.05214164,1288004.16959953,1294067.52135349
MUSE_nTBR,27.5338809034908,1205765.79963235,1221406.09496613,1242205.49327943,1260351.53905211,1275166.14279383,1286532.93638683,1292653.76734499
MUSE_nTBR,28.5338809034908,1203799.5043981,1219499.81182272,1240414.53372078,1258690.3564325,1273627.99804858,1285098.1509837,1291277.51738089
MUSE_nTBR,29.5338809034908,1201870.20176879,1217628.99795696,1238658.59912214,1257065.18133574,1272127.51902634,1283702.77535263,1289941.77291194
MUSE_nTBR,30.5338809034908,1199979.06023077,1215794.76503737,1236938.75886794,1255477.08534002,1270665.81002217,1282347.95862045,1288647.71433116
MUSE_nTBR,31.5338809034908,1198127.52095139,1213998.50292732,1235256.36625763,1253927.42887132,1269244.26895371,1281035.14794033,1287396.822748
MUSE_nTBR,32.5338809034908,1196315.79405538,1212240.3504403,1233611.49619706,1252416.27085261,1267862.97463576,1279764.45889304,1286189.24140338
MUSE_nTBR,33.5338809034908,1194542.07468417,1210518.39747979,1232002.12885871,1250941.53637247,1266519.84153503,1278533.82043878,1285022.91538422
MUSE_nTBR,34.5338809034908,1192803.98343385,1208830.15032729,1230425.64634497,1249500.53946595,1265212.16321911,1277340.5339227,1283895.15891991
MUSE_nTBR,35.5338809034908,1191099.12809133,1207173.10421239,1228879.41870948,1248090.58018796,1263937.21812162,1276181.88537207,1282803.27116274
MUSE_nTBR,36.5338809034908,1189421.53359876,1205541.12970197,1227357.13002058,1246705.21616966,1262688.49555264,1275051.33604439,1281740.70748324
MUSE_nTBR,37.5338809034908,1187761.32382902,1203924.15026581,1225848.44904545,1245333.92629729,1261455.35311117,1273938.17477082,1280696.72900787
MUSE_nTBR,38.5338809034908,1186108.4002997,1202311.86556875,1224342.81317834,1243965.94871776,1260226.8995812,1272831.43571438,1279660.33929304
MUSE_nTBR,39.5338809034908,1184452.75007932,1200694.06632619,1222829.75176356,1242590.6109588,1258992.33030217,1271720.23764487,1278620.62567283
MUSE_nTBR,40.5338809034908,1182784.47757289,1199060.68320787,1221298.95436615,1241197.41226526,1257741.01933026,1270593.88278891,1277566.86144619
MUSE_nTBR,41.5338809034908,1181093.76695761,1197401.74084954,1219740.21516423,1239775.96088892,1256462.45170361,1269441.785666,1276488.43301074
MUSE_nTBR,42.5338809034908,1179370.79778957,1195707.26257325,1218143.32490341,1238315.85632624,1255146.09862239,1268253.34334572,1275374.70763728
MUSE_nTBR,43.5338809034908,1177608.44922903,1193970.02477724,1216500.89134202,1236809.56678239,1253784.34110934,1267020.8943938,1274218.01137648
MUSE_nTBR,44.5338809034908,1175807.4096053,1192190.76154003,1214813.67074817,1235257.87163161,1252378.00317434,1265745.32170525,1273019.26944108
MUSE_nTBR,45.5338809034908,1173970.42062969,1190372.30413517,1213084.57105942,1233663.7479823,1250930.14463076,1264429.77418551,1271781.68984936
MUSE_nTBR,46.5338809034908,1172100.12107968,1188517.38550746,1211316.40489555,1232030.0793133,1249443.73385207,1263077.31220601,1270508.39426816
MUSE_nTBR,47.5338809034908,1170198.77687743,1186628.39222471,1209511.66654942,1230359.45061866,1247921.45542109,1261690.72360723,1269202.2381184
MUSE_nTBR,48.5338809034908,1168268.11002708,1184707.20294116,1207672.38205382,1228654.00734279,1246365.57541043,1260272.39334699,1267865.68241541
MUSE_nTBR,49.5338809034908,1166309.78028455,1182755.63992611,1205800.52768108,1226915.85102975,1244778.3220679,1258824.67475016,1266501.16062441
MUSE_nTBR,50.5338809034908,1164325.75120394,1180775.83580605,1203898.39907474,1225147.41168183,1243162.26153749,1257350.26825708,1265111.45920586
MUSE_nTBR,51.5338809034908,1162322.02485628,1178774.01379722,1201972.45769505,1223355.35683101,1241524.26114137,1255856.228062,1263703.74820933
MUSE_nTBR,52.5338809034908,1160307.32848076,1176759.15798416,1200031.97905118,1221549.22026353,1239874.10209722,1254352.56259279,1262288.17520821
MUSE_nTBR,53.5338809034908,1158290.37670874,1174740.24114318,1198086.23204599,1219738.53660805,1238221.57609396,1252849.30119172,1260874.91567079
MUSE_nTBR,54.5338809034908,1156277.56798403,1172723.87988922,1196142.0775772,1217930.38914785,1236573.99083705,1251353.96689032,1259471.62801028
MUSE_nTBR,55.5338809034908,1154264.57583535,1170705.77643653,1194195.20201218,1216120.45351896,1234927.05399081,1249862.33526262,1258074.14428838
MUSE_nTBR,56.5338809034908,1152243.93783232,1168678.4409235,1192238.02091944,1214301.06277773,1233273.07174385,1248366.73642485,1256674.8282707
MUSE_nTBR,57.5338809034908,1150208.21888685,1166634.41002695,1190262.97403018,1212464.57108428,1231604.36985957,1246859.5208519,1255266.06562972
MUSE_nTBR,58.5338809034908,1148147.0438074,1164563.21765456,1188259.41062838,1210600.16203806,1229910.03758888,1245329.75315695,1253836.93054244
MUSE_nTBR,59.5338809034908,1146044.16269519,1162448.39961801,1186210.50814508,1208690.68748802,1228172.6985161,1243759.92935804,1252369.87367907
MUSE_nTBR,60.5338809034908,1143882.74667624,1160272.89894777,1184098.82695958,1206718.35529679,1226374.308162,1242131.85944079,1250846.6507642
MUSE_nTBR,61.5338809034908,1141646.34153309,1158020.03586106,1181907.30344514,1204665.74335236,1224497.18554448,1240427.71268395,1249249.37545544
MUSE_nTBR,62.5338809034908,1139323.19215705,1155677.86465658,1179623.65978494,1202520.26471638,1222528.52977875,1238634.57755245,1247565.10392793
MUSE_nTBR,63.5338809034908,1136905.76874346,1153238.69770534,1177239.9244492,1200273.68446322,1220459.93369745,1236743.97288624,1245785.34484305
MUSE_nTBR,64.5338809034908,1134386.7826688,1150695.09220024,1174748.37171019,1197918.00958324,1218283.22748349,1234747.65274885,1243901.84223659
MUSE_nTBR,65.5338809034908,1131759.07510708,1148039.73372389,1172141.398447,1195445.35961844,1215990.34406743,1232637.46780849,1241906.4348054
MUSE_nTBR,66.5338809034908,1129015.79262952,1145265.5898093,1169411.64878785,1192848.06672241,1213573.39984062,1230405.43189175,1239791.11517677
MUSE_nTBR,67.5338809034908,1126150.27282258,1142365.81312589,1166551.93917363,1190118.61781178,1211024.64914784,1228043.68504558,1237547.99733458
MUSE_nTBR,68.5338809034908,1123155.97728003,1139333.68617852,1163555.21811693,1187249.62641525,1208336.46502179,1225544.48054453,1235169.30687812
MUSE_nTBR,69.5338809034908,1119978.49593929,1136114.48002923,1160366.08302166,1184184.88834534,1205451.89252873,1222850.27164107,1232597.18664243
MUSE_nTBR,70.5338809034908,1116782.94067361,1132874.09189644,1157151.88830714,1181093.52641923,1202541.94505565,1220133.85730898,1230005.53543134
MUSE_nTBR,71.5338809034908,1113423.55048486,1129466.24253469,1153765.13142251,1177826.43860198,1199455.87521567,1217243.06056933,1227241.36136349
MUSE_nTBR,72.5338809034908,1109962.95993189,1125953.94279231,1150269.42798779,1174447.92585211,1196258.73398132,1214243.68461975,1224370.95562322
MUSE_nTBR,73.5338809034908,1106412.93157746,1122349.1298944,1146676.8991445,1170970.25954415,1192962.97919668,1211148.42934429,1221407.2043589
MUSE_nTBR,74.5338809034908,1102786.68501606,1118665.22314423,1143001.18893274,1167407.27538853,1189582.67329848,1207971.63811292,1218364.66288087
MUSE_nTBR,75.5338809034908,1099097.38586859,1114915.58947747,1139255.89473496,1163772.76963943,1186131.84928632,1204727.63953676,1215257.88421896
MUSE_nTBR,76.5338809034908,1095357.87676707,1111113.26988525,1135454.28679033,1160080.21187339,1182624.21767455,1201430.45011362,1212101.11972133
MUSE_nTBR,77.5338809034908,1091579.29154104,1107269.56918006,1131607.86051783,1156341.25982831,1179071.64747273,1198092.22762415,1208906.75725783
MUSE_nTBR,78.5338809034908,1087771.7836483,1103394.79742692,1127727.09704006,1152566.53821162,1175484.96107758,1194724.07940599,1205686.13731213
MUSE_nTBR,79.5338809034908,1083945.36281453,1099499.12125609,1123822.33676958,1148766.53437946,1171874.84994531,1191336.99495771,1202450.49554632
MUSE_nTBR,80.5338809034908,1080110.17120715,1095592.8483703,1119904.076732,1144951.90851942,1168252.19655521,1187942.17816156,1199211.30129062
MUSE_nTBR,81.5338809034908,1076277.19443017,1091687.16003994,1115983.73651712,1141134.29364386,1164628.90579115,1184551.90544389,1195981.13143376
MUSE_nTBR,82.5338809034908,1072457.48682012,1087793.3112966,1112072.82145586,1137325.42334577,1161017.00204632,1181178.59902338,1192772.7311389
MUSE_nTBR,83.5338809034908,1068661.88983937,1083922.34120253,1108182.6207024,1133536.81806786,1157428.30531395,1177834.49554513,1189598.67904811
MUSE_nTBR,84.5338809034908,1064897.71604225,1080081.71413208,1104320.78009854,1129776.28589313,1153870.86379691,1174528.02091214,1186467.72942364
MUSE_nTBR,85.5338809034908,1061166.87579222,1076273.42236648,1100489.36472309,1126045.94121128,1150346.92963834,1171261.72887287,1183382.72961526
MUSE_nTBR,86.5338809034908,1057470.7882268,1072498.95988565,1096689.93225666,1122347.38175731,1146858.23344012,1168037.65932878,1180346.02740765
MUSE_nTBR,87.5338809034908,1053810.6241397,1068759.5678163,1092923.78248022,1118681.94232035,1143406.24207284,1164857.60050179,1177359.73663427
MUSE_nTBR,88.5338809034908,1050184.48465147,1065053.37111204,1089189.02579705,1115047.69026679,1139989.08397894,1161719.9540222,1174422.56811391
MUSE_nTBR,89.5338809034908,1046588.30601355,1061376.29731278,1085481.52311808,1111440.38608523,1136602.5279868,1158620.72929735,1171530.83369234
MUSE_nTBR,90.5338809034908,1043018.02317763,1057724.27283091,1081797.13451997,1107855.78712315,1133242.33929849,1155555.94527291,1168680.87566674
MUSE_nTBR,91.5338809034908,1039470.29721188,1054094.04875856,1078132.70452544,1104290.80327777,1129905.59915169,1152523.09360992,1165870.61501679
MUSE_nTBR,92.5338809034908,1035943.39205094,1050484.00568337,1074486.7561944,1100744.08046397,1126591.18927129,1149521.54390319,1163099.91428173
MUSE_nTBR,93.5338809034908,1032432.4890521,1046888.52700854,1070852.31668525,1097207.14152007,1123289.28315772,1146540.57985606,1160357.75686005
MUSE_nTBR,94.5338809034908,1028932.91319218,1043302.25285282,1067222.81454352,1093672.00824593,1119990.5946724,1143570.03539473,1157633.68228704
MUSE_nTBR,95.5338809034908,1025443.3552477,1039723.83869714,1063596.74242701,1090136.87519509,1116693.06497299,1140607.89309804,1154925.93025524
MUSE_nTBR,96.5338809034908,1021963.517897,1036153.12921663,1059974.07790158,1086601.74214425,1113396.75218081,1137654.54135224,1152235.33557625
MUSE_nGM,20.5338809034908,681292.800716193,691397.587346976,706172.650391121,719288.864230064,732717.619652211,748632.369647347,760031.778577051
MUSE_nGM,21.5338809034908,677699.339481267,687868.614946351,702765.695461913,716048.039851712,729621.025460234,745568.552196679,756923.770745817
MUSE_nGM,22.5338809034908,674110.197077241,684345.345865187,699365.770165225,712815.002187404,726531.430291871,742509.112977342,753818.462473809
MUSE_nGM,23.5338809034908,670528.619796236,680831.291463611,695977.003015841,709594.772912483,723454.74215159,739460.620039776,750722.755199868
MUSE_nGM,24.5338809034908,666955.149892865,677326.967163383,692599.800522013,706387.554602314,720390.90293924,736422.817905858,747636.322125525
MUSE_nGM,25.5338809034908,663396.732969899,673839.397111557,689241.284336152,703200.526423479,717347.106250983,733402.951977205,744566.483751862
MUSE_nGM,26.5338809034908,659865.316453224,670380.653102096,685913.690356884,700046.039350092,714335.779860044,730413.586205125,741525.943133979
MUSE_nGM,27.5338809034908,656372.700545602,666962.659739629,682629.108516712,696936.301780443,711369.213492559,727467.151290807,738527.271620548
MUSE_nGM,28.5338809034908,652930.777396383,663597.442808298,679399.745908115,693883.657516433,708459.852752096,724576.256733927,735583.233563126
MUSE_nGM,29.5338809034908,649552.307222063,660297.929211707,676238.764146353,690901.459918368,705621.21206501,721754.647485872,732707.773307409
MUSE_nGM,30.5338809034908,646250.30012721,657077.312094378,673159.619099004,688003.388191505,702867.165960946,719016.463895274,729915.25166236
MUSE_nGM,31.5338809034908,643037.790612943,653948.81696381,670175.812481081,685203.183696743,700211.667594929,716375.936934979,727220.123206308
MUSE_nGM,32.5338809034908,639924.521448402,650922.297351805,667297.362230742,682511.010374619,697665.005286093,713843.539356527,724633.020417942
MUSE_nGM,33.5338809034908,636914.78321772,648002.008250564,664528.481896615,679931.050280236,695231.320922523,711423.431188148,722158.154951507
MUSE_nGM,34.5338809034908,634011.330898701,645190.616791421,661871.72597819,677465.767126359,692912.988321788,709117.960173981,719797.898082673
MUSE_nGM,35.5338809034908,631217.047230183,642490.912907658,659329.768470819,675117.74502832,690712.509724468,706929.617196107,717554.773615818
MUSE_nGM,36.5338809034908,628530.433850739,639901.328405644,656900.959013029,672885.27462276,688628.126800373,704856.667411969,715427.099143966
MUSE_nGM,37.5338809034908,625945.278630382,637415.614526645,654579.013055706,670762.052574161,686653.526098462,702892.857486038,713408.692533747
MUSE_nGM,38.5338809034908,623455.144317352,635027.293503695,652357.413040947,668741.540876287,684782.161329454,701031.703179518,711493.139111196
MUSE_nGM,39.5338809034908,621054.688912095,632731.046926102,650230.88251104,666818.505139172,683008.838964638,699268.107663764,709675.423566039
MUSE_nGM,40.5338809034908,618745.487747547,630528.995212479,648202.24098774,664996.300089689,681337.318559334,697606.178285174,707959.837320982
MUSE_nGM,41.5338809034908,616532.694442329,628427.167144544,646278.625634608,663282.901322539,679776.19084623,696054.98183862,706355.677396065
MUSE_nGM,42.5338809034908,614421.242224179,626431.440168172,644467.098250643,661686.259132751,678334.038298036,694623.564123848,704872.204697163
MUSE_nGM,43.5338809034908,612416.104090958,624547.720205457,642774.752774738,660214.38900461,677019.55477868,693321.140226693,703518.899291158
MUSE_nGM,44.5338809034908,610522.877580684,622782.35340885,641208.972181593,658875.59175828,675841.826115766,692157.51317883,702306.000946271
MUSE_nGM,45.5338809034908,608747.23219306,621141.736925203,639777.186693091,657678.248992236,674810.069641377,691142.668859519,701243.966782519
MUSE_nGM,46.5338809034908,607094.405726634,619631.882755612,638486.49907309,656630.465208428,673933.255520756,690286.343775564,700342.989743198
MUSE_nGM,47.5338809034908,605553.537145265,618242.640754978,637327.80792063,655724.165096028,673204.23831094,689582.238508274,699597.285348257
MUSE_nGM,48.5338809034908,604089.873498246,616939.848530076,636267.907179285,654927.181449772,672591.863445143,689000.160339909,698977.263032949
MUSE_nGM,49.5338809034908,602666.739637587,615687.458916892,635271.760656904,654205.57492957,672063.24635515,688508.190322114,698451.590087927
MUSE_nGM,50.5338809034908,601247.924905491,614449.870371582,634304.747687956,653525.797404789,671585.856945707,688074.694820018,697989.159842084
MUSE_nGM,51.5338809034908,599803.264556582,613196.611111404,633336.10902953,652857.050413846,671128.950072758,687668.9854781,697559.320609005
MUSE_nGM,52.5338809034908,598307.046815034,611900.931721652,632337.826105083,652170.439573414,670662.99565105,687261.028331167,697131.760471849
MUSE_nGM,53.5338809034908,596734.125985127,610536.497748907,631282.135093788,651437.22769941,670158.586855716,686820.922272896,696676.315087477
MUSE_nGM,54.5338809034908,595059.481563945,609076.735103907,630140.528892086,650627.476339189,669584.72599749,686316.851788849,696160.715746882
MUSE_nGM,55.5338809034908,593256.839064735,607492.632314328,628880.214617282,649705.067601823,668902.429660388,685707.391142934,695542.107147333
MUSE_nGM,56.5338809034908,591300.5040262,605755.172574814,627467.562360471,648632.256669869,668070.425953948,684948.33468688,694774.594632822
MUSE_nGM,57.5338809034908,589166.164636882,603836.400300682,625869.622136151,647371.679285918,667047.664649445,683995.688177892,693812.532031583
MUSE_nGM,58.5338809034908,586835.262238849,601714.02996579,624059.063526759,645891.5846817,665798.797032805,682811.342186581,692616.297852721
